nome_exame_oficial,sinonimos,codigo_tasy,codigo_tuss,terminologia_procedimentos
"Anticoagulante lúpico, pesquisa",,,40304019,
"Anticorpo anti A e B, pesquisa e/ou dosagem",,,40304027,
"Anticorpo anti-AMPAR, dosagem líquor",,,40324753,
"Anticorpo anti-AMPAR, dosagem sangue",,,40324672,
Anticorpo anti-DNAse B - pesquisa e/ou dosagem,,,40306178,
Anticorpo anti-hormônio do crescimento - pesquisa e/ou dosagem,,,40306186,
"Anticorpo anti-LGi1, dosagem líquor",,,40324745,
Anticorpo anti-MOG,,,40324664,
Anticorpo anti-NMDAR,,,40324656,
Anticorpo anti-receptor de TSH (TRAB) - pesquisa e/ou dosagem,,,40316084,
Anticorpo anti Saccharamyces - ASCA - pesquisa e/ou dosagem,,,40308219,
Anticorpo antiespermatozóide - pesquisa e/ou dosagem em líquidos orgânicos,,,40309304,
"Anticorpo antimieloperoxidase, MPO - pesquisa e/ou dosagem",,,40304671,
Anticorpo antivírus da hepatite E (total) - pesquisa e/ou dosagem,,,40306194,
Anticorpos anti 21 hidroxilase,,,40308596,
Anticorpos anti anexina,,,40308618,
Anticorpos anti antígeno hepático solúvel,,,40308626,
Anticorpos anti-CASPR2,,,40324702,
"Anticorpos anti coccidióides, soro",,,40308634,
Anticorpos anti colágeno tipo 2,,,40308642,
Anticorpos anti fator intrinseco,,,40308650,
"Anticorpos anti febre, qualquer soro",,,40308669,
Anticorpos anti Fibrilarina,,,40308677,
Anticorpos anti fosfatidilserina - IgA/IgG/IgM,,,40308685,
Anticorpos anti-GABAR,,,40324680,
Anticorpos anti granulócitos,,,40308693,
Anticorpos anti Hantavirus,,,40308707,
"Anticorpos anti-HMG-CoA redutase (anti-hmgcoar), dosagem",,,40324710,
Anticorpos anti-ilhota de langherans - pesquisa e/ou dosagem,,,40306208,
"Anticorpos anti-influenza A, IgG - pesquisa e/ou dosagem",,,40306216,
"Anticorpos anti-influenza A, IgM - pesquisa e/ou dosagem",,,40306224,
"Anticorpos anti-influenza B, IgG - pesquisa e/ou dosagem",,,40306232,
"Anticorpos anti-influenza B, IgM - pesquisa e/ou dosagem",,,40306240,
"Anticorpos anti-LGI1, dosagem sangue",,,40324699,
Anticorpos anti líquor bartonella,,,40308723,
"Anticorpos anti líquor gangliosídeo, painel",,,40308731,
Anticorpos anti líquor GM1,,,40308740,
Anticorpos anti MAG,,,40308758,
Anticorpos anti MI-2 auto,,,40308766,
Anticorpos anti Mielina,,,40308774,
Anticorpos anti neuronal nuclear 1 e 2 LCR,,,40308782,
Anticorpos anti pele,,,40308790,
Anticorpos anti peptídeo cíclico citrulinado - IgG,,,40308804,
Anticorpos anti PM1,,,40308812,
Anticorpos anti reticulina,,,40308820,
Anticorpos anti strongilóides,,,40308839,
Anticorpos anti sulfatídeo,,,40308847,
"Anticorpos anti tiroquinase músculo específica (anti-MUSK), dosagem",,,40324729,
"Anticorpos anti-VGKC, dosagem",,,40324737,
Anticorpos anti vírus herpes 6,,,40308863,
Anticorpos anti vírus herpes 6 líquor - IgG/IgM,,,40308855,
Anticorpos anti vírus rábico,,,40308871,
Anticorpos antidifteria,,,40323897,
"Anticorpos antiendomisio - IgG, IgM, IgA (cada) - pesquisa e/ou dosagem",,,40306259,
Anticorpos antiinsulina - pesquisa e/ou dosagem,,,40316092,
"Anticorpos antinucleossomo, soro",,,40316645,
"Anticorpos antiplaquetários, citometria de fluxo",,,40304035,
Anticorpos antipneumococos,,,40308529,
Anticorpos antitétano,,,40323900,
Anticorpos antitireóide (tireoglobulina) - pesquisa e/ou dosagem,,,40316106,
"Anticorpos arbovírus, painel",,,40308880,
Anticorpos Beta 2 glicoproteina I - IgG/IgM/IgA,,,40308898,
Anticorpos contra canal de cálcio regulado por voltagem,,,40308910,
Anticorpos contra canal de potássio regulado por voltagem,,,40324214,
"Anticorpos Coxsackie A, outros materiais",,,40308928,
"Anticorpos CV2 auto, soro",,,40308936,
Anticorpos Desmogleina tipo 1 e 3,,,40308944,
Anticorpos eritrocitários naturais e imunes - titulagem,,,40403025,
Anticorpos Fosfatidilcolina - IgG/IgM/IgA,,,40308952,
"Anticorpos Gangliosídeos, soro",,,40308960,
Anticorpos Gd1A - IgG,,,40308979,
Anticorpos Gd1A - IgM,,,40308987,
Anticorpos Gd1B - IgG,,,40308995,
Anticorpos GQ1B - IgG,,,40323013,
Anticorpos Hama,,,40323021,
Anticorpos irregulares - pesquisa e/ou dosagem,,,40304043,
"Anticorpos irregulares, pesquisa (meio salino a temperatura ambiente e 37º e teste indireto de coombs)",,,40304051,
"Anticorpos naturais - isoaglutininas, pesquisas",,,40306267,
"Anticorpos naturais - isoaglutininas, titulagem",,,40306275,
Anticorpos neutralizado do interferon,,,40323056,
"Anticorpos PLA-2, soro",,,40323064,
Anticorpos protombina - IgG/IgM,,,40323080,
Anticorpos vírus Herpes 8,,,40323099,
Anticortex supra-renal - pesquisa e/ou dosagem,,,40306283,
"Antidesoxiribonuclease B, neutralização quantitativa - pesquisa e/ou dosagem",,,40307930,
Antiescleroderma (SCL 70) - pesquisa e/ou dosagem,,,40306291,
"Antifígado (glomérulo, tub. Renal corte rim de rato), IFI - pesquisa e/ou dosagem",,,40307948,
Antifungigrama,,,40310604,
Antigenemia para citomegalovirus,,,40323102,
Antigenemia para diagnóstico de CMV pós transplante,,,40404030,
Antígeno Austrália (HBSAG) - pesquisa e/ou dosagem,,,40316114,
Antígeno carcinoembriogênico (CEA) - pesquisa e/ou dosagem,,,40316122,
Antígeno específico prostático livre (PSA livre) - pesquisa e/ou dosagem,,,40316130,
Antígeno específico prostático total (PSA) - pesquisa e/ou dosagem,,,40316149,
"Antígeno HTLV III (HIV), EIE",,,40324451,
"Antígeno NS1 do vírus da dengue, pesquisa",,,40324192,
Antígenos bacterianos / vários materiais,,,40310590,
Antígenos de aspergillus galactomannan,,,40323110,
Antígenos de histocompatibilidade (séries A ou B),,,40324206,
"Antígenos fúngicos, pesquisa",,,40310043,
Antígenos inalatórios anticorpos,,,40323129,
Antígenos metílicos solúveis do BCG (1 aplicação),,,40307956,
"Antígenos prostático específico complexado, soro",,,40316653,
Antígenos proteinas S,,,40323137,
Antigliadina (glúten) - IgA - pesquisa e/ou dosagem,,,40306305,
Antigliadina (glúten) - IgG - pesquisa e/ou dosagem,,,40306313,
Antigliadina (glúten) - IgM - pesquisa e/ou dosagem,,,40306321,
ANTIHLA,,ANTIHLA,,
ANTILDL,,ANTILDL,,
Antimembrana basal - pesquisa e/ou dosagem,,,40306330,
Antimicrossomal - pesquisa e/ou dosagem,,,40306348,
"Antimitocondria, M2 - pesquisa e/ou dosagem",,,40306364,
Antimitocondria - pesquisa e/ou dosagem,,,40306356,
Antimúsculo cardíaco - pesquisa e/ou dosagem,,,40306372,
Antimúsculo estriado - pesquisa e/ou dosagem,,,40306380,
Antimúsculo liso - pesquisa e/ou dosagem,,,40306399,
Antineutrófilos (anca) C - pesquisa e/ou dosagem,,,40306402,
Antineutrófilos (anca) P - pesquisa e/ou dosagem,,,40306410,
Antiparietal - pesquisa e/ou dosagem,,,40306429,
Antiperoxidase tireoideana - pesquisa e/ou dosagem,,,40306437,
"Antitrombina III, dosagem",,,40304060,
ANTIXA,,ANTIXA,,
ANTOX,,ANTOX,,
Antrostomia maxilar intranasal,,,30502020,
Antrostomia maxilar intranasal por videoendoscopia,,,30502292,
ANUCL,,ANUCL,,
Anuscopia (interna e externa),,,40201023,
AOR,,AOR,,
Aortografia abdominal por punção translombar,,,40812014,
AORU,,AORU,,
AOX,,AOX,,
AOXU,,AOXU,,
AOXU24,,AOXU24,,
"AP 50, dosagem",,,40302911,
AP biópsia mútliplas (de 7 a 10 áreas),,,40601420,
AP bióspia múltiplas (até 6 áreas),,,40601412,
Aparelho de Klammt,,,86000020,
Aparelho de protração mandibular - APM,,,86000039,
Aparelho de Thurow,,,86000047,
Aparelho extra-bucal,,,86000055,
Aparelho ortodôntico fixo estético,,,86000063,
Aparelho ortodôntico fixo estético parcial,,,86000080,
Aparelho ortodôntico fixo metálico,,,86000098,
Aparelho ortodôntico fixo metálico parcial,,,86000110,
Aparelho protetor bucal,,,84000015,
Aparelho removível com alças bionator invertida ou de Escheler,,,86000128,
Apêndice pré-auricular - ressecção,,,30101050,
Apendicectomia,,,31003079,
Apendicectomia por videolaparoscopia,,,31003583,
Apicetomia birradiculares com obturação retrógrada,,,82000077,
Apicetomia birradiculares sem obturação retrógrada,,,82000085,
Apicetomia multirradiculares com obturação retrógrada,,,82000158,
Apicetomia multirradiculares sem obturação retrógrada,,,82000166,
Apicetomia unirradiculares com obturação retrógrada,,,82000174,
Apicetomia unirradiculares sem obturação retrógrada,,,82000182,
Aplicação de cariostático,,,84000031,
Aplicação de contraceptivo hormonal injetável,,,20104529,
Aplicação de hipossensibilizante - em consultório (AHC) exclusive o alérgeno - planejamento técnico para,,,20104022,
Aplicação de laser pós cirúrgico,,,82001723,
Aplicação de laser terapêutico,,,85100250,
Aplicação de medula óssea ou células tronco,,,40403033,
Aplicação de placa radiativa episcleral,,,30312019,
Aplicação de plasma de argônio por broncoscopia,,,40201384,
Aplicação de plasma de argônio por colonoscopia,,,40201392,
Aplicação de plasma de argônio por endoscopia digestiva alta,,,40201376,
Aplicação de plasma de argônio por sigmoidoscopia,,,40201406,
Aplicação de selante de fóssulas e fissuras,,,84000074,
Aplicação de selante - técnica invasiva,,,84000058,
Aplicação tópica de flúor,,,84000090,
Aplicação tópica de verniz fluoretado,,,84000112,
APOAE,,APOAE,,
Apolipoproteína A (Apo A) - pesquisa e/ou dosagem,,,40301354,
Apolipoproteína B (Apo B) - pesquisa e/ou dosagem,,,40301362,
"Apolipoproteína E, genotipagem",,,40314014,
Aponevrose palmar (ressecção) - tratamento cirúrgico,,,30722101,
Apple-Peel - tratamento cirúrgico,,,31003087,
APR3,,APR3,,
Aprofundamento/aumento de vestíbulo,,,82000190,
APT,,APT,,
APT teste,,APT,40319016,
APTEM,,APTEM,,
APU,,APU,,
AQU4L,,AQU4L,,
AQUA4,,AQUA4,,
Aquaporina 4 (AQP4),,,40316661,
ARCG,,ARCG,,
ARCM,,ARCM,,
Arco lingual,,,86000144,
ARINS,,ARINS,,
Aritenoidectomia microcirúrgica,,,30206022,
Aritenoidectomia microcirúrgica endoscópica,,,40202011,
Aritenoidectomia ou aritenopexia via externa,,,30206030,
ARRG,,ARRG,,
ARRM,,ARRM,,
ARS,,ARS,,
ARSE,,ARSE,,
Artéria hipogástrica - unilateral - qualquer técnica,,,30906121,
Artéria maxilar interna - ligadura transmaxilar,,,30502039,
Artéria maxilar interna - ligadura transmaxilar por videoendoscopia,,,30502306,
Artéria mesentérica inferior - qualquer técnica,,,30906130,
Artéria mesentérica superior - qualquer técnica,,,30906148,
Artéria renal bilateral revascularização,,,30906156,
Arterioplastia da femoral profunda (profundoplastia),,,30906385,
ARTG,,ARTG,,
ARTM,,ARTM,,
Artrite ou osteoartrite dos ossos do pé (inclui osteomielite) - tratamento cirúrgico,,,30729033,
Artrite ou osteoartrite - tratamento cirúrgico,,,30728029,
Artrite séptica - tratamento cirúrgico - articulação coxo-femoral,,,30724015,
Artrite séptica - tratamento cirúrgico - joelho,,,30726018,
Artro-RM (incluir a punção articular) - por articulação,,,41102010,
"Artro-TC (esternoclavicular ou ombro ou cotovelo ou punho ou
sacroilíacas ou coxofemoral ou joelho ou tornozelo ou pé) – unilateral",,,41002059,
Artrodese ao nível do ombro - tratamento cirúrgico,,,30717019,
Artrodese ao nível do tornozelo - tratamento cirúrgico,,,30728045,
Artrodese (com ou sem alongamento simultâneo) com fixador externo,,,30728037,
Artrodese coxo-femoral em geral - tratamento cirúrgico,,,30724031,
Artrodese da coluna com instrumentação por segmento,,,30715016,
Artrodese de coluna via anterior ou póstero lateral - tratamento cirúrgico,,,30715024,
Artrodese de joelho - tratamento cirúrgico,,,30726026,
Artrodese de tarso e/ou médio pé - tratamento cirúrgico,,,30729041,
Artrodese entre os ossos do carpo,,,30721032,
Artrodese - fixador externo,,,30721040,
Artrodese / fratura de acetábulo (ligamentotaxia) com fixador externo,,,30724023,
Artrodese interfalangeana / metacarpofalangeana - tratamento cirúrgico,,,30722110,
Artrodese metatarso - falângica ou interfalângica - tratamento cirúrgico,,,30729050,
Artrodese rádio-cárpica ou do punho,,,30721059,
Artrodese - tratamento cirúrgico,,,30719011,
Artrodiastase de quadril,,,30724040,
Artrodiastase - tratamento cirúrgico com fixador externo,,,30719135,
Artrografia ou pneumoartrografia,,,40809048,
Artroplastia com implante na mão (MF e IF) múltipla,,,30722128,
Artroplastia com implante na mão (MF ou IF),,,30722136,
Artroplastia com implante - tratamento cirúrgico,,,30719020,
Artroplastia de quadril infectada (retirada dos componentes) - tratamento cirúrgico,,,30724066,
Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico,,,30724074,
Artroplastia de tornozelo (com implante) - tratamento cirúrgico,,,30728053,
Artroplastia discal de coluna vertebral,,,30715598,
Artroplastia do punho (com implante) - tratamento cirúrgico,,,30721067,
Artroplastia escápulo umeral com implante - tratamento cirúrgico,,,30717027,
Artroplastia interfalangeana / metacarpofalangeana - tratamento cirúrgico,,,30722144,
Artroplastia para luxação recidivante da articulação têmporo-mandibular,,,30208017,
Artroplastia para ossos do carpo (com implante) - tratamento cirúrgico,,,30721075,
Artroplastia parcial do quadril (tipo Thompson ou qualquer técnica) - tratamento cirúrgico,,,30724082,
Artroplastia (qualquer técnica ou versão de quadril) - tratamento cirúrgico,,,30724058,
Artroplastia total de joelho com implantes - tratamento cirúrgico,,,30726034,
Artroplastias sem implante - tratamento cirúrgico,,,30719038,
Artrorrise do tornozelo - tratamento cirúrgico,,,30728061,
Artroscopia para diagnóstico com ou sem biópsia sinovial,,,30713153,
Artrotomia ao nível da mão - tratamento cirúrgico,,,30722152,
Artrotomia coxo-femoral - tratamento cirúrgico,,,30724104,
Artrotomia de cotovelo - tratamento cirúrgico,,,30719046,
Artrotomia de quadril infectada (incisão e drenagem de artrite séptica) sem retirada de componente - tratamento cirúrgico,,,30724090,
Artrotomia de tornozelo - tratamento cirúrgico,,,30728070,
Artrotomia glenoumeral - tratamento cirúrgico,,,30717035,
Artrotomia - tratamento cirúrgico - joelho,,,30726042,
Artrotomia - tratamento cirúrgico - punho,,,30721083,
ASCA,,ASCA,,
ASCAA,,ASCAA,,
Aslo - pesquisa e/ou dosagem,,,40306445,
"Aslo, quantitativo - pesquisa e/ou dosagem",,,40308405,
ASM,,ASM,,
ASO,,ASO,,
ASPCR,,ASPCR,,
ASPER,,ASPER,,
"Aspergilus, reação sorológica",,,40306453,
Aspiração auricular,,,30402018,
Aspiração de folículos para fertilização,,,31308015,
Aspiração manual intra-uterina (AMIU),,,31303013,
Aspiração manual intra-uterina (AMIU) pós-abortamento,,,31309020,
ASRP,,ASRP,,
"Assistência ao trabalho de parto, por hora (até o limite de 6 horas). Não deverá ser considerado se o parto ocorrer na primeira hora após o início da assistência. Após a primeira hora, além da assistência, remunera-se o parto (via baixa ou cesariana).",,,31309038,
Assistência cardiológica no pós-operatório de cirurgia cardíaca (após a alta da UTI),,,20201095,
Assistência cardiológica peroperatória em cirurgia geral e em parto (horas suplementares) - máximo de 4 horas,,,20201044,
Assistência cardiológica peroperatória em cirurgia geral e em parto (primeira hora),,,20201036,
Assistência fisiátrica respiratória em doente clínico internado,,,20203047,
Assistência fisiátrica respiratória em paciente internado com ventilação mecânica,,,20203012,
Assistência fisiátrica respiratória em pré e pós-operatório de condições cirúrgicas,,,20103069,
ATA,,ATA,,
Ataxias,,,20103077,
Atendimento ambulatorial em puericultura,,,10106146,
"Atendimento ambulatorial oftalmológico de criança pré-verbal (<4 anos) ou crianças com déficit intelectual, dificuldade de comunicação ou pouco colaborativas, realizado em consultório",,,10106154,
Atendimento ao familiar do adolescente,,,10106030,
Atendimento ao recém-nascido em berçário,,,10103015,
Atendimento ao recém-nascido em sala de parto (parto normal ou operatório de alto risco),,,10103031,
Atendimento ao recém-nascido em sala de parto (parto normal ou operatório de baixo risco),,,10103023,
Atendimento do intensivista diarista (por dia e por paciente),,,10104011,
Atendimento fisiátrico no pré e pós-operatório de pacientes para prevenção de sequelas,,,20103093,
Atendimento fisiátrico no pré e pós-parto,,,20103107,
Atendimento fisioterapêutico ambulatorial ao paciente com dependência total com disfunção decorrente de lesão do sistema nervoso central e/ou periférico,,,50001078,
Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico,,,50000209,
Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético,,,50000160,
Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de queimaduras,,,50000195,
"Atendimento fisioterapêutico ambulatorial ao paciente independente ou com dependência parcial, com disfunção decorrente de lesão do sistema nervoso central e/ou periférico",,,50000713,
Atendimento fisioterapêutico ambulatorial em grupo aos pacientes com disfunção decorrente de alterações do sistema cardiovascular,,,50000764,
Atendimento fisioterapêutico ambulatorial em grupo aos pacientes com disfunção decorrente de alterações no sistema respiratório,,,50000748,
Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas,,,50000780,
Atendimento fisioterapêutico ambulatorial individual ao paciente com disfunção decorrente de alterações do sistema cardiovascular,,,50000756,
